,correct,incorrect
1226,affect,effect
1227,affection,afection
1228,affectionate,afectanant
1229,affectionate,afectantent
1230,affectionate,afectinite
1231,affectionate,afectionate
1232,affectionate,afectionet
1233,affectionate,affactionate
1234,affectionate,affctonote
1235,affectionate,affecant
1236,affectionate,affecconiate
1237,affectionate,affecianate
1238,affectionate,affecient
1239,affectionate,affecilation
1240,affectionate,affecionate
1241,affectionate,affecitionate
1242,affectionate,affectanate
1243,affectionate,affectantly
1244,affectionate,affecte
1245,affectionate,affectened
1246,affectionate,affectimate
1247,affectionate,affectinate
1248,affectionate,affectinutate
1249,affectionate,affection
1250,affectionate,affectionant
1251,affectionate,affectionately
1252,affectionate,affectionatte
1253,affectionate,affectioned
1254,affectionate,affectionet
1255,affectionate,affectionnate
1256,affectionate,affectionnet
1257,affectionate,affectionote
1258,affectionate,affectionute
1259,affectionate,affectnent
1260,affectionate,affectnet
1261,affectionate,affectonate
1262,affectionate,affectunate
1263,affectionate,affectutate
1264,affectionate,afference
1265,affectionate,afficinate
1266,affectionate,affictionately
1267,affectionate,affionate
1268,affectionate,avetiont
1269,affectionate,effecinate
1270,affectionate,effecionate
1271,affectionate,effection
1272,affectionate,effectionate
1273,affectionate,efficinate
1274,affectionate,effictent
1275,affectionately,adfectonly
1276,affectionately,adviciantly
1277,affectionately,afechanty
1278,affectionately,afeciantly
1279,affectionately,afecsanly
1280,affectionately,afectiely
1281,affectionately,afectionaly
1282,affectionately,afectionately
1283,affectionately,afectionly
1284,affectionately,afectiontly
1285,affectionately,afectoinly
1286,affectionately,afettusly
1287,affectionately,afexsionly
1288,affectionately,afextenatly
1289,affectionately,affacionatly
1290,affectionately,affactionately
1291,affectionately,affecantly
1292,affectionately,affecentalaly
1293,affectionately,affecentally
1294,affectionately,affecesionly
1295,affectionately,affecianly
1296,affectionately,affecionately
1297,affectionately,affecionatly
1298,affectionately,affecionetally
1299,affectionately,affeconatly
1300,affectionately,affectconley
1301,affectionately,affectianetly
1302,affectionately,affectinalety
1303,affectionately,affectinally
1304,affectionately,affectinatly
1305,affectionately,affectintly
1306,affectionately,affectionally
1307,affectionately,affectionaly
1308,affectionately,affectionantly
1309,affectionately,affectionatley
1310,affectionately,affectionatly
1311,affectionately,affectionely
1312,affectionately,affectionently
1313,affectionately,affectionetely
1314,affectionately,affectionetly
1315,affectionately,affectionlatly
1316,affectionately,affectionly
1317,affectionately,affectionsly
1318,affectionately,affectiontlly
1319,affectionately,affectonatly
1320,affectionately,affectsolutely
1321,affectionately,affectually
1322,affectionately,affectuantly
1323,affectionately,affectunatly
1324,affectionately,affectunely
1325,affectionately,affedirtly
1326,affectionately,affestionatly
1327,affectionately,affetchently
1328,affectionately,afficiantly
1329,affectionately,afficionately
1330,affectionately,affictiratly
1331,affectionately,affientially
1332,affectionately,affinalty
1333,affectionately,affionetly
1334,affectionately,affoxintly
1335,affectionately,afichnly
1336,affectionately,afictionaelly
1337,affectionately,afshionely
1338,affectionately,afuectionly
1339,affectionately,arrectsorately
1340,affectionately,atec
1341,affectionately,efe
1342,affectionately,efecionly
1343,affectionately,efectionally
1344,affectionately,efectionatly
1345,affectionately,efectionly
1346,affectionately,efectiontily
1347,affectionately,efectuionally
1348,affectionately,efetchaly
1349,affectionately,efexchonetly
1350,affectionately,effecinately
1351,affectionately,effecitenly
1352,affectionately,effectally
1353,affectionately,effectently
1354,affectionately,effectiantly
1355,affectionately,effectinly
1356,affectionately,effectionally
1357,affectionately,effectionately
1358,affectionately,effectionatly
1359,affectionately,effectionly
1360,affectionately,effectually
1361,affectionately,effextionally
1362,affectionately,efficantily
1363,affectionately,efficently
1364,affectionately,effureily
1365,affectionately,evectially
1366,affectionately,exeverly
1367,affectionately,exfecinly
1368,affectionately,exfectionaley
1369,affectionately,exfectionly
1370,affectionately,exfectoboly
1371,affectionately,exfetetally
1372,affectionately,exfexily
1373,affectionately,exfishely
1374,affectionately,unfectionatley
1375,affects,affets
1376,affects,effects
1377,affidavit,Affi_David
1378,affidavit,Afi_David
1379,affidavit,acavated
1380,affidavit,adivide
1381,affidavit,afadafit
1382,affidavit,afadant
1383,affidavit,afadated
1384,affidavit,afadavate
1385,affidavit,afadaviate
1386,affidavit,afadavid
1387,affidavit,afadavide
1388,affidavit,afadavit
1389,affidavit,afadiadid
1390,affidavit,afadiatet
1391,affidavit,afadivite
1392,affidavit,afaedaviate
1393,affidavit,afardivient
1394,affidavit,afatait
1395,affidavit,afdavit
1396,affidavit,afdiodave
1397,affidavit,afedative
1398,affidavit,afedaved
1399,affidavit,afedavit
1400,affidavit,afefedavid
1401,affidavit,affa_dava
1402,affidavit,affadapfed
1403,affidavit,affadavat
1404,affidavit,affadavate
1405,affidavit,affadavid
1406,affidavit,affadavit
1407,affidavit,affadavite
1408,affidavit,affadivate
1409,affidavit,affadivid
1410,affidavit,affadivit
1411,affidavit,affadvit
1412,affidavit,affaidivit
1413,affidavit,affavidate
1414,affidavit,affavidit
1415,affidavit,affdated
1416,affidavit,affdavit
1417,affidavit,affedaivite
1418,affidavit,affedated
1419,affidavit,affedave
1420,affidavit,affedaved
1421,affidavit,affedavid
1422,affidavit,affedavit
1423,affidavit,affedit
1424,affidavit,affevivat
1425,affidavit,affi-davit
1426,affidavit,affiadait
1427,affidavit,affiavate
1428,affidavit,affidafet
1429,affidavit,affidait
1430,affidavit,affidaphet
1431,affidavit,affidate
1432,affidavit,affidated
1433,affidavit,affidatet
1434,affidavit,affidavat
1435,affidavit,affidavate
1436,affidavit,affidaved
1437,affidavit,affidavent
1438,affidavit,affidavid
1439,affidavit,affidavidit
1440,affidavit,affidavite
1441,affidavit,affidavited
1442,affidavit,affided
1443,affidavit,affidevit
1444,affidavit,affidivat
1445,affidavit,affidivit
1446,affidavit,affidovt
1447,affidavit,affivadat
1448,affidavit,affividate
1449,affidavit,affividative
1450,affidavit,afftadave
1451,affidavit,afidabit
1452,affidavit,afidaded
1453,affidavit,afidated
1454,affidavit,afidaved
1455,affidavit,afidaviat
1456,affidavit,afidavid
1457,affidavit,afidavit
1458,affidavit,afidavite
1459,affidavit,afidefed
1460,affidavit,afidiated
1461,affidavit,afodivid
1462,affidavit,aftedavid
1463,affidavit,afteradeated
1464,affidavit,alpadavid
1465,affidavit,apadenment
1466,affidavit,aphadated
1467,affidavit,aphadavet
1468,affidavit,aphadavid
1469,affidavit,aphadivode
1470,affidavit,aphedavid
1471,affidavit,aphidavit
1472,affidavit,apitated
1473,affidavit,appidavid
1474,affidavit,athadavid
1475,affidavit,athadavit
1476,affidavit,athadiet
1477,affidavit,attipdavid
1478,affidavit,avadavate
1479,affidavit,avidated
1480,affidavit,avidiate
1481,affidavit,effidavit
1482,afford,aford
1483,afore-mentioned,afformentioned
1484,afore-mentioned,for-mentioned
1485,afraid,affraid
1486,afraid,afriad
1487,after,afert
1488,after,aftere
1489,after,afthe
1490,after,aftr
1491,after,haved
1492,after,nfre
1493,afternoon,after-noon
1494,afternoon,after_noon
1495,afternoon,afternon
1496,afternoons,after_noons
1497,afternoons,evetunes
1498,afterwards,after-wards
1499,afterwards,afterward
1500,afterwards,afterwars
1501,afterwards,afterwoods
1502,again,a_gain
1503,again,a_gan
1504,again,a_gane
1505,again,a_gen
1506,again,a_gent
1507,again,againt
1508,again,agan
1509,again,agane
1510,again,agein
1511,again,agen
1512,again,agenig
1513,again,agian
1514,again,agiin
1515,again,agin
1516,again,agine
1517,again,agoin
1518,again,agon
1519,again,cran
1520,again,gond
1521,again,organ
1522,against,again
1523,against,againter
1524,against,aganst
1525,against,agenst
1526,against,agianst
1527,against,aginst
1528,age,ag
1529,aged,ace
1530,aged,adge
1531,aged,aechd
1532,aged,age
1533,aged,agea
1534,aged,ages
1535,agencies,acentces
1536,agencies,adgencyes
1537,agencies,agancyes
1538,agencies,agecies
1539,agencies,agences
1540,agencies,agencesy
1541,agencies,agenceys
1542,agencies,agencieces
1543,agencies,agencsies
1544,agencies,agency
1545,agencies,agency's
1546,agencies,agencyes
1547,agencies,agencyies
1548,agencies,agencys
1549,agencies,agenices
1550,agencies,agenies
1551,agencies,agensies
1552,agencies,agensyes
1553,agencies,agentcies
1554,agencies,agentcy
1555,agencies,agentcys
1556,agencies,agentece
1557,agencies,agentecy
1558,agencies,agentic
1559,agencies,agentices
1560,agencies,agenticies
1561,agencies,agenties
1562,agencies,agentisies
1563,agencies,agents
1564,agencies,agentses
1565,agencies,agentsey
1566,agencies,agentseys
1567,agencies,agentsies
1568,agencies,agentsys
1569,agencies,aggencies
1570,agencies,aggentecies
1571,agencies,angcies
1572,agencies,angecy
1573,agencies,angencies
1574,agencies,angencles
1575,agencies,angencys
1576,agencies,egeneys
1577,agencies,engencies
1578,agency,agentcy
1579,agent,agant
1580,agents,agenst
1581,aggravated,agravated
1582,aggravating,agravating
1583,aggro,agro
1584,aghast,agast
1585,ago,go
1586,ago,ogo
1587,agree,agre
1588,agreeable,agreable
1589,agreed,aggreed
1590,agreement,aggreement
1591,agriculture,agraculture
1592,ahead,ahade
1593,ahead,aheard
1594,aid,ade
1595,aim,ame
1596,air,aer
1597,air,ar
1598,air,are
1599,air,hair
1600,aircraft,aercraft
1601,airplane,airplan
1602,airport,airpot
1603,alarm,alam
1604,alarm,arlarm
1605,alas,alass
1606,alcohol,alchohol
1607,alcohol,alcohal
1608,alfalfa,alphalpha
1609,algebra,algerbra
1610,alienate,allienate
1611,alike,alick
1612,alive,alave
1613,alive,alife
1614,alive,aliv
1615,all,a
1616,all,at
1617,all-boys,all_boys
1618,all-round,all_round
1619,all_right,al-right
1620,all_right,al_right
1621,all_right,all-ready
1622,all_right,all-right
1623,all_right,all_wright
1624,all_right,allright
1625,all_right,alright
1626,all_right,alriht
1627,all_right,alrite
1628,all_right,alwright
1629,all_sorts,alsorts
1630,allocated,alicated
1631,allotment,allatmont
1632,allotment,allottment
1633,allotment,alockmant
1634,allotment,alockment
1635,allotment,alockments
1636,allotment,alopment
1637,allotment,alot_ment
1638,allotment,alotmant
1639,allotment,alotment
1640,allotment,alotmit
1641,allotment,alotmont
1642,allotment,alottmant
1643,allotment,alottment
1644,allotment,arlotment
1645,allotment,atlotment
1646,allotment,atolment
1647,allotment,atoment
1648,allotment,lockment
1649,allotment,lotmt
1650,allotted,alloted
1651,allow,alow
1652,allowance,allowence
1653,allowed,alloud
1654,allowed,aloud
1655,allowed,alowed
1656,allowed,oloud
1657,almost,all_most
1658,almost,allmost
1659,alone,a_lone
1660,alone,alon
1661,alone,aloun
1662,alone,alown
1663,along,aling
1664,along,all
1665,along,allong
1666,along,alog
1667,alpine,alfpint
1668,alpine,alkine
1669,alpine,allpine
1670,alpine,almpine
1671,alpine,alpain
1672,alpine,alpan
1673,alpine,alpane
1674,alpine,alpen
1675,alpine,alphine
1676,alpine,alpin
1677,alpine,alren
1678,alpine,altilen
1679,alpine,amplying
1680,alpine,aopin
1681,alpine,apne
1682,alpine,apying
1683,alpine,athes
1684,alpine,elespin
1685,alpine,elmpine
1686,alpine,elpine
1687,alpine,elpone
1688,alpine,eltide
1689,alpine,empland
1690,alpine,oupins
1691,alpine,out_pine
1692,alpine,outpaim
1693,alpine,outpain
1694,alpine,outpen
1695,alpine,plin
1696,alpine,umpart
1697,already,all
1698,already,all_ready
1699,already,allready
1700,alright,al_right
1701,alright,all
1702,alright,all_right
1703,alright,allright
1704,alsatian,alsation
1705,also,all
1706,also,alls
1707,also,allso
1708,also,alss
1709,also,aslo
1710,also,aso
1711,also,olso
1712,although,allthough
1713,although,allthouth
1714,although,allthow
1715,although,alough
1716,although,athough
1717,although,attough
1718,altimeter,actemeter
1719,altimeter,aelmter
1720,altimeter,alametr
1721,altimeter,alemetor
1722,altimeter,alilmeter
1723,altimeter,alitorniter
1724,altimeter,alltimeter
1725,altimeter,alpremeter
1726,altimeter,alptmtr
1727,altimeter,altameter
1728,altimeter,altemeter
1729,altimeter,altemiter
1730,altimeter,altemtor
1731,altimeter,altermeter
1732,altimeter,altermetor
1733,altimeter,altermetre
1734,altimeter,alterneeter
1735,altimeter,alteymeter
1736,altimeter,alti_meter
1737,altimeter,altimeater
1738,altimeter,altimeeter
1739,altimeter,altimetor
1740,altimeter,altimetre
1741,altimeter,altimiter
1742,altimeter,altometer
1743,altimeter,alttemeter
1744,altimeter,andtamter
1745,altimeter,antermeter
1746,altimeter,armar
1747,altimeter,ateleimer
1748,altimeter,atemeter
1749,altimeter,atenment
1750,altimeter,atermeter
1751,altimeter,atimeter
1752,altimeter,atlemeter
1753,altimeter,atlimeter
1754,altimeter,attemeter
1755,altimeter,eletmeter
1756,altimeter,elimeter
1757,altimeter,eltermeater
1758,altimeter,eltimeter
1759,altimeter,eltimiter
1760,altimeter,ettmiter
1761,altimeter,herthernats
1762,altimeter,oltermeter
1763,altimeter,oulmender
1764,altimeter,out_aneted
1765,altimeter,outameater
1766,altimeter,outamenter
1767,altimeter,outamet
1768,altimeter,outameter
1769,altimeter,outemete
1770,altimeter,outemeter
1771,altimeter,outemetter
1772,altimeter,outermenter
1773,altimeter,outermeter
1774,altimeter,outermetre
1775,altimeter,outermiter
1776,altimeter,outimeter
1777,altimeter,outmeter
1778,altimeter,outometre
1779,altimeter,outtermiter
1780,altitude,aboule
1781,altitude,actitude
1782,altitude,alatetude
1783,altitude,aletute
1784,altitude,alletude
1785,altitude,alltitude
1786,altitude,altechod
1787,altitude,altechoued
1788,altitude,altechud
1789,altitude,alterchood
1790,altitude,alterrude
1791,altitude,altertude
1792,altitude,altetede
1793,altitude,altetud
1794,altitude,altetude
1795,altitude,alteturen
1796,altitude,alteytod
1797,altitude,altidud
1798,altitude,altiertetude
1799,altitude,altihoched
1800,altitude,altilude
1801,altitude,altitob
1802,altitude,altitub
1803,altitude,altitube
1804,altitude,altitud
1805,altitude,altituded
1806,altitude,altitued
1807,altitude,altiude
1808,altitude,altiuded
1809,altitude,altude
1810,altitude,altuide
1811,altitude,altuled
1812,altitude,altutadue
1813,altitude,aoteod
1814,altitude,asitude
1815,altitude,ata
1816,altitude,atain
1817,altitude,atalrod
1818,altitude,atasher
1819,altitude,atichood
1820,altitude,atitude
1821,altitude,atlesould
1822,altitude,attetude
1823,altitude,attitood
1824,altitude,autachoot
1825,altitude,autee
1826,altitude,autityed
1827,altitude,autridude
1828,altitude,elingtcewed
1829,altitude,elit
1830,altitude,elitead
1831,altitude,eltitude
1832,altitude,ettalared
1833,altitude,intertourd
1834,altitude,oiled
1835,altitude,otchod
1836,altitude,outatude
1837,altitude,outderer
1838,altitude,outechut
1839,altitude,outertod
1840,altitude,outertude
1841,altitude,outitude
1842,altitude,outituge
1843,altitude,outtide
1844,altogether,all_together
1845,altogether,alltogether
1846,altogether,atlogeher
1847,alumnae,alumni
1848,alumni,alamina
1849,alumni,alimui
1850,alumni,allumi
1851,alumni,allumine
1852,alumni,allumini
1853,alumni,allumn
1854,alumni,allumna
1855,alumni,allumnae
1856,alumni,allumney
1857,alumni,allumni
1858,alumni,allumnie
1859,alumni,allumny
1860,alumni,allunie
1861,alumni,alluniny
1862,alumni,allunmini
1863,alumni,almni
1864,alumni,almue
1865,alumni,alongny
1866,alumni,aloumey
1867,alumni,aluimna
1868,alumni,aluma
1869,alumni,alumanae
1870,alumni,alumani
1871,alumni,alumany
1872,alumni,alumbine
1873,alumni,alumi
1874,alumni,alumie
1875,alumni,alumin
1876,alumni,alumini
1877,alumni,aluminie
1878,alumni,aluminum
1879,alumni,alummne
1880,alumni,alumn
1881,alumni,alumna
1882,alumni,alumnae
1883,alumni,alumnee
1884,alumni,alumnia
1885,alumni,alumnie
1886,alumni,alumnigh
1887,alumni,alumnii
1888,alumni,alumnis
1889,alumni,alumnium
1890,alumni,alumny
1891,alumni,alumog
1892,alumni,alumuna
1893,alumni,alumuni
1894,alumni,alunie
1895,alumni,alunina
1896,alumni,aluny
1897,alumni,anlumni
1898,alumni,anumny
1899,alumni,elemni
1900,alumni,illumna
1901,alumni,illumni
1902,alumni,ilumi
1903,alumni,iluminun
1904,alumni,ilumni
1905,alumni,ilunni
1906,alumni,ulluni
1907,alumni,ulumnigh
1908,alumni,umluiny
1909,always,all_way
1910,always,all_way's
1911,always,all_ways
1912,always,allway
1913,always,allway's
